category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,privacyNum,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,frequency,imagePath,originCategory,datasetName,id,nationality,bbox
watch,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",42,Female,7,Prolific,4,9,8,4,8,2,13729.jpg,watch,LVIS,13729_61471dc7b568462f804535ff_watch,UK,"[0, 0, 0, 0]"
basket,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",59,Female,6,Prolific,6,8,10,5,7,3,13729.jpg,basket,LVIS,13729_597e0aa515837000016ae8db_basket,UK,"[0, 0, 0, 0]"
remote_control,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",59,Female,6,Prolific,6,8,10,5,7,3,13729.jpg,remote_control,LVIS,13729_597e0aa515837000016ae8db_remote_control,UK,"[0, 0, 0, 0]"
vent,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",59,Female,6,Prolific,6,8,10,5,7,3,13729.jpg,vent,LVIS,13729_597e0aa515837000016ae8db_vent,UK,"[0, 0, 0, 0]"
beer_bottle,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",59,Female,6,Prolific,6,8,10,5,7,3,13729.jpg,beer_bottle,LVIS,13729_597e0aa515837000016ae8db_beer_bottle,UK,"[0, 0, 0, 0]"
painting,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",59,Female,6,Prolific,6,8,10,5,7,3,13729.jpg,painting,LVIS,13729_597e0aa515837000016ae8db_painting,UK,"[0, 0, 0, 0]"
watch,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",59,Female,6,Prolific,6,8,10,5,7,3,13729.jpg,watch,LVIS,13729_597e0aa515837000016ae8db_watch,UK,"[0, 0, 0, 0]"
Sewing machine,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",34,Other,3,CrowdWorks,4,5,8,5,5,0,63a6c1a686088729.jpg,Sewing machine,OpenImages,63a6c1a686088729_sakuyu_Sewing machine,Japan,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",34,Other,3,CrowdWorks,4,5,8,5,5,0,63a6c1a686088729.jpg,Person,OpenImages,63a6c1a686088729_sakuyu_Person,Japan,"[0, 0, 0, 0]"
Sewing machine,"[0, 0, 0, 1, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",28,Male,5,CrowdWorks,4,5,6,8,6,0,63a6c1a686088729.jpg,Sewing machine,OpenImages,63a6c1a686088729_小さい人_Sewing machine,Japan,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",28,Male,5,CrowdWorks,4,5,6,8,6,0,63a6c1a686088729.jpg,Person,OpenImages,63a6c1a686088729_小さい人_Person,Japan,"[0, 0, 0, 0]"
Sewing machine,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",43,Female,1,Prolific,5,6,8,4,8,1,63a6c1a686088729.jpg,Sewing machine,OpenImages,63a6c1a686088729_594e2ffc27f8fb000162078b_Sewing machine,UK,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",43,Female,1,Prolific,5,6,8,4,8,1,63a6c1a686088729.jpg,Person,OpenImages,63a6c1a686088729_594e2ffc27f8fb000162078b_Person,UK,"[0, 0, 0, 0]"
Sewing machine,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Female,4,Prolific,3,7,9,8,7,1,63a6c1a686088729.jpg,Sewing machine,OpenImages,63a6c1a686088729_5edca29654fe059801608fc0_Sewing machine,UK,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Female,4,Prolific,3,7,9,8,7,1,63a6c1a686088729.jpg,Person,OpenImages,63a6c1a686088729_5edca29654fe059801608fc0_Person,UK,"[0, 0, 0, 0]"
Person,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Male,6,CrowdWorks,2,4,7,8,6,1,79ca3f2ab67af190.jpg,Person,OpenImages,79ca3f2ab67af190_worker365_Person,Japan,"[0, 0, 0, 0]"
Musical keyboard,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",42,Male,6,CrowdWorks,2,4,7,8,6,1,79ca3f2ab67af190.jpg,Musical keyboard,OpenImages,79ca3f2ab67af190_worker365_Musical keyboard,Japan,"[0, 0, 0, 0]"
Person,"[1, 1, 1, 1, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,9,CrowdWorks,9,5,8,4,6,2,79ca3f2ab67af190.jpg,Person,OpenImages,79ca3f2ab67af190_free612_Person,Japan,"[0, 0, 0, 0]"
Musical keyboard,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",38,Female,9,CrowdWorks,9,5,8,4,6,2,79ca3f2ab67af190.jpg,Musical keyboard,OpenImages,79ca3f2ab67af190_free612_Musical keyboard,Japan,"[0, 0, 0, 0]"
Person,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",27,Male,8,Prolific,6,8,8,6,6,2,79ca3f2ab67af190.jpg,Person,OpenImages,79ca3f2ab67af190_5e948ca595a31b0425fc2d84_Person,UK,"[0, 0, 0, 0]"
Musical keyboard,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",27,Male,8,Prolific,6,8,8,6,6,2,79ca3f2ab67af190.jpg,Musical keyboard,OpenImages,79ca3f2ab67af190_5e948ca595a31b0425fc2d84_Musical keyboard,UK,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",21,Male,5,Prolific,10,9,5,3,6,1,79ca3f2ab67af190.jpg,Person,OpenImages,79ca3f2ab67af190_63e500b82318d7185f03d047_Person,UK,"[0, 0, 0, 0]"
Musical keyboard,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",21,Male,5,Prolific,10,9,5,3,6,1,79ca3f2ab67af190.jpg,Musical keyboard,OpenImages,79ca3f2ab67af190_63e500b82318d7185f03d047_Musical keyboard,UK,"[0, 0, 0, 0]"
Musical instrument,"[0, 1, 0, 1, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,Male,10,CrowdWorks,5,5,7,7,8,1,34075a7a303487f9.jpg,Musical instrument,OpenImages,34075a7a303487f9_TAINI_Musical instrument,Japan,"[0, 0, 0, 0]"
Person,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,10,CrowdWorks,5,5,7,7,8,1,34075a7a303487f9.jpg,Person,OpenImages,34075a7a303487f9_TAINI_Person,Japan,"[0, 0, 0, 0]"
Clothing,"[0, 0, 1, 1, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,10,CrowdWorks,5,5,7,7,8,1,34075a7a303487f9.jpg,Clothing,OpenImages,34075a7a303487f9_TAINI_Clothing,Japan,"[0, 0, 0, 0]"
Human body,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,10,CrowdWorks,5,5,7,7,8,1,34075a7a303487f9.jpg,Human body,OpenImages,34075a7a303487f9_TAINI_Human body,Japan,"[0, 0, 0, 0]"
Human head,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,10,CrowdWorks,5,5,7,7,8,1,34075a7a303487f9.jpg,Human head,OpenImages,34075a7a303487f9_TAINI_Human head,Japan,"[0, 0, 0, 0]"
Human arm,"[0, 0, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,10,CrowdWorks,5,5,7,7,8,1,34075a7a303487f9.jpg,Human arm,OpenImages,34075a7a303487f9_TAINI_Human arm,Japan,"[0, 0, 0, 0]"
Woman,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,10,CrowdWorks,5,5,7,7,8,1,34075a7a303487f9.jpg,Woman,OpenImages,34075a7a303487f9_TAINI_Woman,Japan,"[0, 0, 0, 0]"
Musical instrument,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",35,Female,6,CrowdWorks,8,8,6,6,10,2,34075a7a303487f9.jpg,Musical instrument,OpenImages,34075a7a303487f9_ルミ222_Musical instrument,Japan,"[0, 0, 0, 0]"
Person,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",35,Female,6,CrowdWorks,8,8,6,6,10,2,34075a7a303487f9.jpg,Person,OpenImages,34075a7a303487f9_ルミ222_Person,Japan,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",35,Female,6,CrowdWorks,8,8,6,6,10,2,34075a7a303487f9.jpg,Clothing,OpenImages,34075a7a303487f9_ルミ222_Clothing,Japan,"[0, 0, 0, 0]"
Human body,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",35,Female,6,CrowdWorks,8,8,6,6,10,2,34075a7a303487f9.jpg,Human body,OpenImages,34075a7a303487f9_ルミ222_Human body,Japan,"[0, 0, 0, 0]"
Human head,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",35,Female,6,CrowdWorks,8,8,6,6,10,2,34075a7a303487f9.jpg,Human head,OpenImages,34075a7a303487f9_ルミ222_Human head,Japan,"[0, 0, 0, 0]"
Human arm,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",35,Female,6,CrowdWorks,8,8,6,6,10,2,34075a7a303487f9.jpg,Human arm,OpenImages,34075a7a303487f9_ルミ222_Human arm,Japan,"[0, 0, 0, 0]"
Woman,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",35,Female,6,CrowdWorks,8,8,6,6,10,2,34075a7a303487f9.jpg,Woman,OpenImages,34075a7a303487f9_ルミ222_Woman,Japan,"[0, 0, 0, 0]"
Musical instrument,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",30,Female,9,Prolific,2,6,8,8,8,0,34075a7a303487f9.jpg,Musical instrument,OpenImages,34075a7a303487f9_5efb8358f81cbe0f08950fe4_Musical instrument,UK,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",30,Female,9,Prolific,2,6,8,8,8,0,34075a7a303487f9.jpg,Person,OpenImages,34075a7a303487f9_5efb8358f81cbe0f08950fe4_Person,UK,"[0, 0, 0, 0]"
Clothing,"[1, 0, 1, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,9,Prolific,2,6,8,8,8,0,34075a7a303487f9.jpg,Clothing,OpenImages,34075a7a303487f9_5efb8358f81cbe0f08950fe4_Clothing,UK,"[0, 0, 0, 0]"
Human body,"[1, 1, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,9,Prolific,2,6,8,8,8,0,34075a7a303487f9.jpg,Human body,OpenImages,34075a7a303487f9_5efb8358f81cbe0f08950fe4_Human body,UK,"[0, 0, 0, 0]"
Human head,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,9,Prolific,2,6,8,8,8,0,34075a7a303487f9.jpg,Human head,OpenImages,34075a7a303487f9_5efb8358f81cbe0f08950fe4_Human head,UK,"[0, 0, 0, 0]"
Human arm,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,9,Prolific,2,6,8,8,8,0,34075a7a303487f9.jpg,Human arm,OpenImages,34075a7a303487f9_5efb8358f81cbe0f08950fe4_Human arm,UK,"[0, 0, 0, 0]"
Woman,"[1, 1, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,9,Prolific,2,6,8,8,8,0,34075a7a303487f9.jpg,Woman,OpenImages,34075a7a303487f9_5efb8358f81cbe0f08950fe4_Woman,UK,"[0, 0, 0, 0]"
Musical instrument,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",60,Male,4,Prolific,7,4,6,8,5,0,34075a7a303487f9.jpg,Musical instrument,OpenImages,34075a7a303487f9_63fb5a9398071d7a019d919d_Musical instrument,UK,"[0, 0, 0, 0]"
Person,"[0, 0, 1, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",60,Male,4,Prolific,7,4,6,8,5,0,34075a7a303487f9.jpg,Person,OpenImages,34075a7a303487f9_63fb5a9398071d7a019d919d_Person,UK,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",60,Male,4,Prolific,7,4,6,8,5,0,34075a7a303487f9.jpg,Clothing,OpenImages,34075a7a303487f9_63fb5a9398071d7a019d919d_Clothing,UK,"[0, 0, 0, 0]"
Human body,"[0, 0, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",60,Male,4,Prolific,7,4,6,8,5,0,34075a7a303487f9.jpg,Human body,OpenImages,34075a7a303487f9_63fb5a9398071d7a019d919d_Human body,UK,"[0, 0, 0, 0]"
Human head,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",60,Male,4,Prolific,7,4,6,8,5,0,34075a7a303487f9.jpg,Human head,OpenImages,34075a7a303487f9_63fb5a9398071d7a019d919d_Human head,UK,"[0, 0, 0, 0]"
Human arm,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",60,Male,4,Prolific,7,4,6,8,5,0,34075a7a303487f9.jpg,Human arm,OpenImages,34075a7a303487f9_63fb5a9398071d7a019d919d_Human arm,UK,"[0, 0, 0, 0]"
Woman,"[0, 0, 1, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",60,Male,4,Prolific,7,4,6,8,5,0,34075a7a303487f9.jpg,Woman,OpenImages,34075a7a303487f9_63fb5a9398071d7a019d919d_Woman,UK,"[0, 0, 0, 0]"
Wheelchair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",58,Male,5,CrowdWorks,6,5,6,6,8,1,11b06ea19b8a48d9.jpg,Wheelchair,OpenImages,11b06ea19b8a48d9_catwalk321_Wheelchair,Japan,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",58,Male,5,CrowdWorks,6,5,6,6,8,1,11b06ea19b8a48d9.jpg,Person,OpenImages,11b06ea19b8a48d9_catwalk321_Person,Japan,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",58,Male,5,CrowdWorks,6,5,6,6,8,1,11b06ea19b8a48d9.jpg,Clothing,OpenImages,11b06ea19b8a48d9_catwalk321_Clothing,Japan,"[0, 0, 0, 0]"
Human body,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",58,Male,5,CrowdWorks,6,5,6,6,8,1,11b06ea19b8a48d9.jpg,Human body,OpenImages,11b06ea19b8a48d9_catwalk321_Human body,Japan,"[0, 0, 0, 0]"
Table tennis racket,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",58,Male,5,CrowdWorks,6,5,6,6,8,1,11b06ea19b8a48d9.jpg,Table tennis racket,OpenImages,11b06ea19b8a48d9_catwalk321_Table tennis racket,Japan,"[0, 0, 0, 0]"
Table,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",58,Male,5,CrowdWorks,6,5,6,6,8,1,11b06ea19b8a48d9.jpg,Table,OpenImages,11b06ea19b8a48d9_catwalk321_Table,Japan,"[0, 0, 0, 0]"
Man,"[1, 1, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",58,Male,5,CrowdWorks,6,5,6,6,8,1,11b06ea19b8a48d9.jpg,Man,OpenImages,11b06ea19b8a48d9_catwalk321_Man,Japan,"[0, 0, 0, 0]"
Wheelchair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",34,Female,7,CrowdWorks,8,4,7,5,8,2,11b06ea19b8a48d9.jpg,Wheelchair,OpenImages,11b06ea19b8a48d9_nakanaka14_Wheelchair,Japan,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",34,Female,7,CrowdWorks,8,4,7,5,8,2,11b06ea19b8a48d9.jpg,Person,OpenImages,11b06ea19b8a48d9_nakanaka14_Person,Japan,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",34,Female,7,CrowdWorks,8,4,7,5,8,2,11b06ea19b8a48d9.jpg,Clothing,OpenImages,11b06ea19b8a48d9_nakanaka14_Clothing,Japan,"[0, 0, 0, 0]"
Human body,"[1, 0, 0, 1, 0, 0]",6,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Female,7,CrowdWorks,8,4,7,5,8,2,11b06ea19b8a48d9.jpg,Human body,OpenImages,11b06ea19b8a48d9_nakanaka14_Human body,Japan,"[0, 0, 0, 0]"
Table tennis racket,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",34,Female,7,CrowdWorks,8,4,7,5,8,2,11b06ea19b8a48d9.jpg,Table tennis racket,OpenImages,11b06ea19b8a48d9_nakanaka14_Table tennis racket,Japan,"[0, 0, 0, 0]"
Table,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",34,Female,7,CrowdWorks,8,4,7,5,8,2,11b06ea19b8a48d9.jpg,Table,OpenImages,11b06ea19b8a48d9_nakanaka14_Table,Japan,"[0, 0, 0, 0]"
Man,"[1, 0, 0, 1, 0, 0]",6,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Female,7,CrowdWorks,8,4,7,5,8,2,11b06ea19b8a48d9.jpg,Man,OpenImages,11b06ea19b8a48d9_nakanaka14_Man,Japan,"[0, 0, 0, 0]"
Wheelchair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",46,Male,6,Prolific,9,4,9,5,9,1,11b06ea19b8a48d9.jpg,Wheelchair,OpenImages,11b06ea19b8a48d9_5bad01517e61b90001d36181_Wheelchair,UK,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",46,Male,6,Prolific,9,4,9,5,9,1,11b06ea19b8a48d9.jpg,Person,OpenImages,11b06ea19b8a48d9_5bad01517e61b90001d36181_Person,UK,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",46,Male,6,Prolific,9,4,9,5,9,1,11b06ea19b8a48d9.jpg,Clothing,OpenImages,11b06ea19b8a48d9_5bad01517e61b90001d36181_Clothing,UK,"[0, 0, 0, 0]"
Human body,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",46,Male,6,Prolific,9,4,9,5,9,1,11b06ea19b8a48d9.jpg,Human body,OpenImages,11b06ea19b8a48d9_5bad01517e61b90001d36181_Human body,UK,"[0, 0, 0, 0]"
Table tennis racket,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",46,Male,6,Prolific,9,4,9,5,9,1,11b06ea19b8a48d9.jpg,Table tennis racket,OpenImages,11b06ea19b8a48d9_5bad01517e61b90001d36181_Table tennis racket,UK,"[0, 0, 0, 0]"
Table,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",46,Male,6,Prolific,9,4,9,5,9,1,11b06ea19b8a48d9.jpg,Table,OpenImages,11b06ea19b8a48d9_5bad01517e61b90001d36181_Table,UK,"[0, 0, 0, 0]"
Man,"[0, 0, 1, 0, 1, 1]",6,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",46,Male,6,Prolific,9,4,9,5,9,1,11b06ea19b8a48d9.jpg,Man,OpenImages,11b06ea19b8a48d9_5bad01517e61b90001d36181_Man,UK,"[0, 0, 0, 0]"
Wheelchair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",40,Female,1,Prolific,3,6,8,8,6,1,11b06ea19b8a48d9.jpg,Wheelchair,OpenImages,11b06ea19b8a48d9_598861b3b24ef3000141a129_Wheelchair,UK,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",40,Female,1,Prolific,3,6,8,8,6,1,11b06ea19b8a48d9.jpg,Person,OpenImages,11b06ea19b8a48d9_598861b3b24ef3000141a129_Person,UK,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",40,Female,1,Prolific,3,6,8,8,6,1,11b06ea19b8a48d9.jpg,Clothing,OpenImages,11b06ea19b8a48d9_598861b3b24ef3000141a129_Clothing,UK,"[0, 0, 0, 0]"
Human body,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",40,Female,1,Prolific,3,6,8,8,6,1,11b06ea19b8a48d9.jpg,Human body,OpenImages,11b06ea19b8a48d9_598861b3b24ef3000141a129_Human body,UK,"[0, 0, 0, 0]"
Table tennis racket,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",40,Female,1,Prolific,3,6,8,8,6,1,11b06ea19b8a48d9.jpg,Table tennis racket,OpenImages,11b06ea19b8a48d9_598861b3b24ef3000141a129_Table tennis racket,UK,"[0, 0, 0, 0]"
Table,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",40,Female,1,Prolific,3,6,8,8,6,1,11b06ea19b8a48d9.jpg,Table,OpenImages,11b06ea19b8a48d9_598861b3b24ef3000141a129_Table,UK,"[0, 0, 0, 0]"
Man,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",40,Female,1,Prolific,3,6,8,8,6,1,11b06ea19b8a48d9.jpg,Man,OpenImages,11b06ea19b8a48d9_598861b3b24ef3000141a129_Man,UK,"[0, 0, 0, 0]"
identity,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",43,Male,6,CrowdWorks,3,6,4,8,5,1,054f3a08aadf794d.jpg,identity,OpenImages,054f3a08aadf794d_tkiharatk1230197_identity,Japan,"[0, 0, 0, 0]"
identity,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",45,Male,9,CrowdWorks,4,4,5,10,8,1,054f3a08aadf794d.jpg,identity,OpenImages,054f3a08aadf794d_hemutetu_identity,Japan,"[0, 0, 0, 0]"
identity,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",23,Male,8,Prolific,3,6,6,5,7,0,054f3a08aadf794d.jpg,identity,OpenImages,054f3a08aadf794d_63d13d703c5fab8267ee12d7_identity,UK,"[0, 0, 0, 0]"
identity,"[0, 0, 0, 0, 1, 0]",4,"[0, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",21,Male,6,Prolific,6,6,6,6,7,1,054f3a08aadf794d.jpg,identity,OpenImages,054f3a08aadf794d_64012f5a283810b2f84795e7_identity,UK,"[0, 0, 0, 0]"
