category,informationType,informativeness,sharing,age,gender,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originCategory,datasetName,id,bbox
Human body,0,5,0,38,Female,CrowdWorks,5,7,6,8,8,6dc9c50218de115b.jpg,Human body,OpenImages,6dc9c50218de115b_Human body,"[0, 0, 0, 0]"
Human head,0,5,0,38,Female,CrowdWorks,5,7,6,8,8,6dc9c50218de115b.jpg,Human head,OpenImages,6dc9c50218de115b_Human head,"[0, 0, 0, 0]"
Office building,1,4,1,38,Female,CrowdWorks,5,7,6,8,8,6dc9c50218de115b.jpg,Office building,OpenImages,6dc9c50218de115b_Office building,"[0, 0, 0, 0]"
motor_scooter,2,1,2,42,Male,Prolific,3,4,4,9,6,146667.jpg,motor_scooter,LVIS,146667_motor_scooter,"[0, 0, 0, 0]"
license_plate,0,4,1,42,Male,Prolific,3,4,4,9,6,146667.jpg,license_plate,LVIS,146667_license_plate,"[0, 0, 0, 0]"
Bookcase,1,5,1,70,Male,CrowdWorks,2,5,7,9,8,3a18c41d6a250c1a.jpg,Bookcase,OpenImages,3a18c41d6a250c1a_Bookcase,"[0, 0, 0, 0]"
Person,0,5,0,70,Male,CrowdWorks,2,5,7,9,8,3a18c41d6a250c1a.jpg,Person,OpenImages,3a18c41d6a250c1a_Person,"[0, 0, 0, 0]"
Book,2,5,1,70,Male,CrowdWorks,2,5,7,9,8,3a18c41d6a250c1a.jpg,Book,OpenImages,3a18c41d6a250c1a_Book,"[0, 0, 0, 0]"
Woman,0,6,1,70,Male,CrowdWorks,2,5,7,9,8,3a18c41d6a250c1a.jpg,Woman,OpenImages,3a18c41d6a250c1a_Woman,"[0, 0, 0, 0]"
Woman,0,4,0,64,Female,Prolific,3,9,6,6,4,3a18c41d6a250c1a.jpg,Woman,OpenImages,3a18c41d6a250c1a_Woman,"[0, 0, 0, 0]"
wallet,0,5,0,64,Female,Prolific,3,8,9,8,10,251016.jpg,wallet,LVIS,251016_wallet,"[0, 0, 0, 0]"
passport,0,3,0,64,Female,Prolific,3,8,9,8,10,251016.jpg,passport,LVIS,251016_passport,"[0, 0, 0, 0]"
fork,2,1,0,28,Female,CrowdWorks,3,6,3,9,6,105014.jpg,fork,LVIS,105014_fork,"[0, 0, 0, 0]"
bottle_cap,2,2,0,28,Female,CrowdWorks,3,6,3,9,6,105014.jpg,bottle_cap,LVIS,105014_bottle_cap,"[0, 0, 0, 0]"
sculpture,4,6,2,54,Other,Prolific,6,6,7,10,10,154431.jpg,sculpture,LVIS,154431_sculpture,"[0, 0, 0, 0]"
box,0,6,0,22,Female,CrowdWorks,6,6,8,4,5,128512.jpg,box,LVIS,128512_box,"[0, 0, 0, 0]"
suitcase,0,6,0,22,Female,CrowdWorks,6,6,8,4,5,128512.jpg,suitcase,LVIS,128512_suitcase,"[0, 0, 0, 0]"
vending_machine,1,6,1,22,Female,CrowdWorks,6,6,8,4,5,128512.jpg,vending_machine,LVIS,128512_vending_machine,"[0, 0, 0, 0]"
tag,0,6,0,22,Female,CrowdWorks,6,6,8,4,5,128512.jpg,tag,LVIS,128512_tag,"[0, 0, 0, 0]"
bed,2,1,1,22,Female,CrowdWorks,2,6,5,9,7,113836.jpg,bed,LVIS,113836_bed,"[0, 0, 0, 0]"
lampshade,4,2,1,22,Female,CrowdWorks,2,6,5,9,7,113836.jpg,lampshade,LVIS,113836_lampshade,"[0, 0, 0, 0]"
Dog,3,5,1,51,Male,Prolific,5,7,8,8,7,029847f4ae24dcfd.jpg,Dog,OpenImages,029847f4ae24dcfd_Dog,"[0, 0, 0, 0]"
pajamas,0,3,1,33,Female,Prolific,7,7,7,6,5,1591.jpg,pajamas,LVIS,1591_pajamas,"[0, 0, 0, 0]"
tablecloth,4,4,1,33,Female,Prolific,7,7,7,6,5,1591.jpg,tablecloth,LVIS,1591_tablecloth,"[0, 0, 0, 0]"
Person,0,4,0,38,Male,CrowdWorks,3,7,3,6,4,07080581c9f69bf9.jpg,Person,OpenImages,07080581c9f69bf9_Person,"[0, 0, 0, 0]"
bus_(vehicle),1,3,1,38,Female,Prolific,8,8,9,4,6,138979.jpg,bus_(vehicle),LVIS,138979_bus_(vehicle),"[0, 0, 0, 0]"
camera,2,3,1,38,Female,Prolific,8,8,9,4,6,138979.jpg,camera,LVIS,138979_camera,"[0, 0, 0, 0]"
streetlight,1,3,0,38,Female,Prolific,8,8,9,4,6,138979.jpg,streetlight,LVIS,138979_streetlight,"[0, 0, 0, 0]"
windshield_wiper,3,3,1,38,Female,Prolific,8,8,9,4,6,138979.jpg,windshield_wiper,LVIS,138979_windshield_wiper,"[0, 0, 0, 0]"
Dress,0,5,1,58,Male,CrowdWorks,3,5,6,9,5,16aaa6421eaf9905.jpg,Dress,OpenImages,16aaa6421eaf9905_Dress,"[0, 0, 0, 0]"
Musical instrument,2,3,1,58,Male,CrowdWorks,3,5,6,9,5,16aaa6421eaf9905.jpg,Musical instrument,OpenImages,16aaa6421eaf9905_Musical instrument,"[0, 0, 0, 0]"
Girl,0,3,0,58,Male,CrowdWorks,3,5,6,9,5,16aaa6421eaf9905.jpg,Girl,OpenImages,16aaa6421eaf9905_Girl,"[0, 0, 0, 0]"
Person,0,6,0,58,Male,CrowdWorks,3,5,6,9,5,16aaa6421eaf9905.jpg,Person,OpenImages,16aaa6421eaf9905_Person,"[0, 0, 0, 0]"
Clothing,2,3,1,58,Male,CrowdWorks,3,5,6,9,5,16aaa6421eaf9905.jpg,Clothing,OpenImages,16aaa6421eaf9905_Clothing,"[0, 0, 0, 0]"
Human body,2,3,1,58,Male,CrowdWorks,3,5,6,9,5,16aaa6421eaf9905.jpg,Human body,OpenImages,16aaa6421eaf9905_Human body,"[0, 0, 0, 0]"
Mammal,2,3,1,58,Male,CrowdWorks,3,5,6,9,5,16aaa6421eaf9905.jpg,Mammal,OpenImages,16aaa6421eaf9905_Mammal,"[0, 0, 0, 0]"
Footwear,4,3,1,58,Male,CrowdWorks,3,5,6,9,5,16aaa6421eaf9905.jpg,Footwear,OpenImages,16aaa6421eaf9905_Footwear,"[0, 0, 0, 0]"
Human arm,4,3,1,58,Male,CrowdWorks,3,5,6,9,5,16aaa6421eaf9905.jpg,Human arm,OpenImages,16aaa6421eaf9905_Human arm,"[0, 0, 0, 0]"
Woman,0,6,1,58,Male,CrowdWorks,3,5,6,9,5,16aaa6421eaf9905.jpg,Woman,OpenImages,16aaa6421eaf9905_Woman,"[0, 0, 0, 0]"
Musical instrument,2,1,2,27,Female,Prolific,6,9,10,4,8,16aaa6421eaf9905.jpg,Musical instrument,OpenImages,16aaa6421eaf9905_Musical instrument,"[0, 0, 0, 0]"
Person,2,1,2,27,Female,Prolific,6,9,10,4,8,16aaa6421eaf9905.jpg,Person,OpenImages,16aaa6421eaf9905_Person,"[0, 0, 0, 0]"
laptop_computer,2,2,0,51,Male,CrowdWorks,8,6,8,4,7,164453.jpg,laptop_computer,LVIS,164453_laptop_computer,"[0, 0, 0, 0]"
monitor_(computer_equipment) computer_monitor,2,5,0,51,Male,CrowdWorks,8,6,8,4,7,164453.jpg,monitor_(computer_equipment) computer_monitor,LVIS,164453_monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 0]"
Dog,0,1,2,24,Male,CrowdWorks,3,5,4,9,6,03646bb2f288eaae.jpg,Dog,OpenImages,03646bb2f288eaae_Dog,"[0, 0, 0, 0]"
Clothing,0,0,3,24,Male,CrowdWorks,3,5,4,9,6,03646bb2f288eaae.jpg,Clothing,OpenImages,03646bb2f288eaae_Clothing,"[0, 0, 0, 0]"
Bed,0,0,3,24,Male,CrowdWorks,3,5,4,9,6,03646bb2f288eaae.jpg,Bed,OpenImages,03646bb2f288eaae_Bed,"[0, 0, 0, 0]"
Dog,0,0,2,22,Male,Prolific,5,8,8,5,6,03646bb2f288eaae.jpg,Dog,OpenImages,03646bb2f288eaae_Dog,"[0, 0, 0, 0]"
Person,0,3,1,48,Female,CrowdWorks,4,5,5,8,3,06845739ca91dd3e.jpg,Person,OpenImages,06845739ca91dd3e_Person,"[0, 0, 0, 0]"
Person,2,2,1,45,Female,Prolific,5,8,8,6,7,06845739ca91dd3e.jpg,Person,OpenImages,06845739ca91dd3e_Person,"[0, 0, 0, 0]"
Building,1,5,2,39,Male,CrowdWorks,4,4,4,9,7,3a71be7ae113e593.jpg,Building,OpenImages,3a71be7ae113e593_Building,"[0, 0, 0, 0]"
Building,1,4,1,25,Female,Prolific,4,7,6,9,10,3a71be7ae113e593.jpg,Building,OpenImages,3a71be7ae113e593_Building,"[0, 0, 0, 0]"
book,2,5,0,44,Male,CrowdWorks,3,6,9,8,4,14038.jpg,book,LVIS,14038_book,"[0, 0, 0, 0]"
refrigerator,2,1,2,44,Male,CrowdWorks,3,6,9,8,4,14038.jpg,refrigerator,LVIS,14038_refrigerator,"[0, 0, 0, 0]"
balloon,2,1,2,44,Male,CrowdWorks,3,6,9,8,4,14038.jpg,balloon,LVIS,14038_balloon,"[0, 0, 0, 0]"
laptop_computer,2,4,1,22,Male,CrowdWorks,2,3,4,10,6,198641.jpg,laptop_computer,LVIS,198641_laptop_computer,"[0, 0, 0, 0]"
desk,2,3,2,22,Male,CrowdWorks,2,3,4,10,6,198641.jpg,desk,LVIS,198641_desk,"[0, 0, 0, 0]"
monitor_(computer_equipment) computer_monitor,2,5,0,22,Male,CrowdWorks,2,3,4,10,6,198641.jpg,monitor_(computer_equipment) computer_monitor,LVIS,198641_monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 0]"
cat,2,4,2,22,Male,CrowdWorks,2,3,4,10,6,198641.jpg,cat,LVIS,198641_cat,"[0, 0, 0, 0]"
clock,2,5,1,22,Male,CrowdWorks,2,3,4,10,6,198641.jpg,clock,LVIS,198641_clock,"[0, 0, 0, 0]"
blanket,2,5,1,32,Male,CrowdWorks,5,7,7,8,9,135815.jpg,blanket,LVIS,135815_blanket,"[0, 0, 0, 0]"
Person,0,6,1,32,Female,CrowdWorks,4,7,5,9,6,1968c9cbabd1ebbd.jpg,Person,OpenImages,1968c9cbabd1ebbd_Person,"[0, 0, 0, 0]"
Human body,0,4,2,32,Female,CrowdWorks,4,7,5,9,6,1968c9cbabd1ebbd.jpg,Human body,OpenImages,1968c9cbabd1ebbd_Human body,"[0, 0, 0, 0]"
Human hand,0,2,3,32,Female,CrowdWorks,4,7,5,9,6,1968c9cbabd1ebbd.jpg,Human hand,OpenImages,1968c9cbabd1ebbd_Human hand,"[0, 0, 0, 0]"
Human arm,2,2,2,32,Female,CrowdWorks,4,7,5,9,6,1968c9cbabd1ebbd.jpg,Human arm,OpenImages,1968c9cbabd1ebbd_Human arm,"[0, 0, 0, 0]"
Person,0,6,0,33,Male,Prolific,7,6,7,5,8,1968c9cbabd1ebbd.jpg,Person,OpenImages,1968c9cbabd1ebbd_Person,"[0, 0, 0, 0]"
Clothing,2,5,0,33,Male,Prolific,7,6,7,5,8,1968c9cbabd1ebbd.jpg,Clothing,OpenImages,1968c9cbabd1ebbd_Clothing,"[0, 0, 0, 0]"
Human body,1,5,0,33,Male,Prolific,7,6,7,5,8,1968c9cbabd1ebbd.jpg,Human body,OpenImages,1968c9cbabd1ebbd_Human body,"[0, 0, 0, 0]"
Girl,1,6,0,39,Male,CrowdWorks,4,4,4,9,7,5f0057a0f18e4ffb.jpg,Girl,OpenImages,5f0057a0f18e4ffb_Girl,"[0, 0, 0, 0]"
Sculpture,1,5,1,39,Male,CrowdWorks,4,4,4,9,7,5f0057a0f18e4ffb.jpg,Sculpture,OpenImages,5f0057a0f18e4ffb_Sculpture,"[0, 0, 0, 0]"
Picture frame,1,5,0,39,Male,CrowdWorks,4,4,4,9,7,5f0057a0f18e4ffb.jpg,Picture frame,OpenImages,5f0057a0f18e4ffb_Picture frame,"[0, 0, 0, 0]"
Woman,1,6,0,39,Male,CrowdWorks,4,4,4,9,7,5f0057a0f18e4ffb.jpg,Woman,OpenImages,5f0057a0f18e4ffb_Woman,"[0, 0, 0, 0]"
basket,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,13729.jpg,basket,LVIS,13729_basket,"[0, 0, 0, 0]"
remote_control,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,13729.jpg,remote_control,LVIS,13729_remote_control,"[0, 0, 0, 0]"
vent,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,13729.jpg,vent,LVIS,13729_vent,"[0, 0, 0, 0]"
beer_bottle,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,13729.jpg,beer_bottle,LVIS,13729_beer_bottle,"[0, 0, 0, 0]"
painting,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,13729.jpg,painting,LVIS,13729_painting,"[0, 0, 0, 0]"
watch,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,13729.jpg,watch,LVIS,13729_watch,"[0, 0, 0, 0]"
shoe,0,4,1,35,Male,CrowdWorks,5,7,5,9,3,24243.jpg,shoe,LVIS,24243_shoe,"[0, 0, 0, 0]"
cigarette,0,4,1,35,Male,CrowdWorks,5,7,5,9,3,24243.jpg,cigarette,LVIS,24243_cigarette,"[0, 0, 0, 0]"
refrigerator,0,4,1,35,Male,CrowdWorks,5,7,5,9,3,24243.jpg,refrigerator,LVIS,24243_refrigerator,"[0, 0, 0, 0]"
car_(automobile),0,3,0,39,Female,CrowdWorks,6,9,4,9,9,142585.jpg,car_(automobile),LVIS,142585_car_(automobile),"[0, 0, 0, 0]"
brake_light,0,3,0,39,Female,CrowdWorks,6,9,4,9,9,142585.jpg,brake_light,LVIS,142585_brake_light,"[0, 0, 0, 0]"
butterfly,1,4,1,56,Female,CrowdWorks,8,7,10,6,9,276479.jpg,butterfly,LVIS,276479_butterfly,"[0, 0, 0, 0]"
television_set,1,3,2,30,Female,Prolific,5,8,8,8,6,302076.jpg,television_set,LVIS,302076_television_set,"[0, 0, 0, 0]"
Human face,0,6,0,38,Female,CrowdWorks,5,8,6,9,9,44525445d18bc4e9.jpg,Human face,OpenImages,44525445d18bc4e9_Human face,"[0, 0, 0, 0]"
Tableware,2,4,0,38,Female,CrowdWorks,5,8,6,9,9,44525445d18bc4e9.jpg,Tableware,OpenImages,44525445d18bc4e9_Tableware,"[0, 0, 0, 0]"
Human ear,0,4,0,38,Female,CrowdWorks,5,8,6,9,9,44525445d18bc4e9.jpg,Human ear,OpenImages,44525445d18bc4e9_Human ear,"[0, 0, 0, 0]"
Wok,0,6,0,38,Female,CrowdWorks,5,8,6,9,9,44525445d18bc4e9.jpg,Wok,OpenImages,44525445d18bc4e9_Wok,"[0, 0, 0, 0]"
Person,0,5,1,45,Male,Prolific,5,8,10,5,6,412930d01fd6c61f.jpg,Person,OpenImages,412930d01fd6c61f_Person,"[0, 0, 0, 0]"
Traffic sign,1,5,1,49,Male,CrowdWorks,3,3,4,10,6,5e0a138b32ed3dbf.jpg,Traffic sign,OpenImages,5e0a138b32ed3dbf_Traffic sign,"[0, 0, 0, 0]"
Car,0,3,0,49,Male,CrowdWorks,3,3,4,10,6,5e0a138b32ed3dbf.jpg,Car,OpenImages,5e0a138b32ed3dbf_Car,"[0, 0, 0, 0]"
Person,0,3,0,49,Male,CrowdWorks,3,3,4,10,6,5e0a138b32ed3dbf.jpg,Person,OpenImages,5e0a138b32ed3dbf_Person,"[0, 0, 0, 0]"
Skyscraper,1,4,1,44,Other,CrowdWorks,4,7,8,7,6,5c0bed3c817bd403.jpg,Skyscraper,OpenImages,5c0bed3c817bd403_Skyscraper,"[0, 0, 0, 0]"
Building,1,4,1,44,Other,CrowdWorks,4,7,8,7,6,5c0bed3c817bd403.jpg,Building,OpenImages,5c0bed3c817bd403_Building,"[0, 0, 0, 0]"
Skyscraper,1,4,1,42,Female,Prolific,6,7,9,4,6,5c0bed3c817bd403.jpg,Skyscraper,OpenImages,5c0bed3c817bd403_Skyscraper,"[0, 0, 0, 0]"
Building,1,4,1,42,Female,Prolific,6,7,9,4,6,5c0bed3c817bd403.jpg,Building,OpenImages,5c0bed3c817bd403_Building,"[0, 0, 0, 0]"
cigarette,2,1,1,44,Male,CrowdWorks,3,6,7,6,8,221246.jpg,cigarette,LVIS,221246_cigarette,"[0, 0, 0, 0]"
cigarette,2,4,3,40,Male,Prolific,7,6,8,3,5,221246.jpg,cigarette,LVIS,221246_cigarette,"[0, 0, 0, 0]"
street_sign,1,4,2,51,Male,CrowdWorks,8,7,7,6,7,122166.jpg,street_sign,LVIS,122166_street_sign,"[0, 0, 0, 0]"
license_plate,0,6,1,51,Male,CrowdWorks,8,7,7,6,7,122166.jpg,license_plate,LVIS,122166_license_plate,"[0, 0, 0, 0]"
street_sign,1,3,3,23,Female,Prolific,9,10,6,4,9,122166.jpg,street_sign,LVIS,122166_street_sign,"[0, 0, 0, 0]"
license_plate,0,4,1,23,Female,Prolific,9,10,6,4,9,122166.jpg,license_plate,LVIS,122166_license_plate,"[0, 0, 0, 0]"
pop_(soda),4,5,0,59,Female,Prolific,6,4,10,7,8,316336.jpg,pop_(soda),LVIS,316336_pop_(soda),"[0, 0, 0, 0]"
television_set,4,3,0,59,Female,Prolific,6,4,10,7,8,316336.jpg,television_set,LVIS,316336_television_set,"[0, 0, 0, 0]"
can,1,4,0,59,Female,Prolific,6,4,10,7,8,316336.jpg,can,LVIS,316336_can,"[0, 0, 0, 0]"
fish,1,4,0,59,Female,Prolific,6,4,10,7,8,316336.jpg,fish,LVIS,316336_fish,"[0, 0, 0, 0]"
cash_register,1,4,0,59,Female,Prolific,6,4,10,7,8,316336.jpg,cash_register,LVIS,316336_cash_register,"[0, 0, 0, 0]"
drawer,1,3,0,59,Female,Prolific,6,4,10,7,8,316336.jpg,drawer,LVIS,316336_drawer,"[0, 0, 0, 0]"
cigarette,2,3,1,59,Female,Prolific,6,4,10,7,8,316336.jpg,cigarette,LVIS,316336_cigarette,"[0, 0, 0, 0]"
cabinet,0,4,1,46,Male,CrowdWorks,3,5,4,8,5,124659.jpg,cabinet,LVIS,124659_cabinet,"[0, 0, 0, 0]"
Computer monitor,2,5,0,37,Male,CrowdWorks,4,4,5,7,4,36c17bace8e698ff.jpg,Computer monitor,OpenImages,36c17bace8e698ff_Computer monitor,"[0, 0, 0, 0]"
Building,1,3,2,38,Female,CrowdWorks,8,6,8,4,6,1a00561698778497.jpg,Building,OpenImages,1a00561698778497_Building,"[0, 0, 0, 0]"
Clothing,0,4,1,38,Female,CrowdWorks,8,6,8,4,6,1a00561698778497.jpg,Clothing,OpenImages,1a00561698778497_Clothing,"[0, 0, 0, 0]"
Woman,4,3,1,38,Female,CrowdWorks,8,6,8,4,6,1a00561698778497.jpg,Woman,OpenImages,1a00561698778497_Woman,"[0, 0, 0, 0]"
chair,1,1,2,49,Male,CrowdWorks,3,3,4,10,6,146358.jpg,chair,LVIS,146358_chair,"[0, 0, 0, 0]"
dress,2,0,2,49,Male,CrowdWorks,3,3,4,10,6,146358.jpg,dress,LVIS,146358_dress,"[0, 0, 0, 0]"
wedding_cake,2,1,2,49,Male,CrowdWorks,3,3,4,10,6,146358.jpg,wedding_cake,LVIS,146358_wedding_cake,"[0, 0, 0, 0]"
curtain,0,3,0,49,Male,CrowdWorks,3,3,4,10,6,146358.jpg,curtain,LVIS,146358_curtain,"[0, 0, 0, 0]"
passport,2,2,1,31,Male,Prolific,4,6,5,3,6,541538.jpg,passport,LVIS,541538_passport,"[0, 0, 0, 0]"
Building,1,2,1,36,Female,CrowdWorks,6,5,7,6,10,05035aff6e43506a.jpg,Building,OpenImages,05035aff6e43506a_Building,"[0, 0, 0, 0]"
Person,0,4,1,36,Female,CrowdWorks,6,5,7,6,10,05035aff6e43506a.jpg,Person,OpenImages,05035aff6e43506a_Person,"[0, 0, 0, 0]"
Clothing,4,5,0,36,Female,CrowdWorks,6,5,7,6,10,05035aff6e43506a.jpg,Clothing,OpenImages,05035aff6e43506a_Clothing,"[0, 0, 0, 0]"
Mammal,0,3,1,36,Female,CrowdWorks,6,5,7,6,10,05035aff6e43506a.jpg,Mammal,OpenImages,05035aff6e43506a_Mammal,"[0, 0, 0, 0]"
Building,1,4,3,27,Male,Prolific,6,9,6,4,10,05035aff6e43506a.jpg,Building,OpenImages,05035aff6e43506a_Building,"[0, 0, 0, 0]"
Person,0,6,1,27,Male,Prolific,6,9,6,4,10,05035aff6e43506a.jpg,Person,OpenImages,05035aff6e43506a_Person,"[0, 0, 0, 0]"
Clothing,4,5,0,27,Male,Prolific,6,9,6,4,10,05035aff6e43506a.jpg,Clothing,OpenImages,05035aff6e43506a_Clothing,"[0, 0, 0, 0]"
Mammal,0,3,2,27,Male,Prolific,6,9,6,4,10,05035aff6e43506a.jpg,Mammal,OpenImages,05035aff6e43506a_Mammal,"[0, 0, 0, 0]"
Food,2,4,1,28,Female,Prolific,8,8,5,9,8,01277c0c1623035f.jpg,Food,OpenImages,01277c0c1623035f_Food,"[0, 0, 0, 0]"
Dessert,2,3,1,28,Female,Prolific,8,8,5,9,8,01277c0c1623035f.jpg,Dessert,OpenImages,01277c0c1623035f_Dessert,"[0, 0, 0, 0]"
Bookcase,2,4,2,58,Male,CrowdWorks,3,5,6,9,6,28f45b12ee25ae19.jpg,Bookcase,OpenImages,28f45b12ee25ae19_Bookcase,"[0, 0, 0, 0]"
Building,0,3,1,58,Male,CrowdWorks,3,5,6,9,6,28f45b12ee25ae19.jpg,Building,OpenImages,28f45b12ee25ae19_Building,"[0, 0, 0, 0]"
Book,2,3,1,58,Male,CrowdWorks,3,5,6,9,6,28f45b12ee25ae19.jpg,Book,OpenImages,28f45b12ee25ae19_Book,"[0, 0, 0, 0]"
Person,0,1,1,29,Female,Prolific,9,8,7,4,6,28f45b12ee25ae19.jpg,Person,OpenImages,28f45b12ee25ae19_Person,"[0, 0, 0, 0]"
signboard,1,4,1,70,Male,CrowdWorks,2,5,7,9,8,269788.jpg,signboard,LVIS,269788_signboard,"[0, 0, 0, 0]"
Porch,1,5,1,30,Female,CrowdWorks,7,5,4,6,4,141e44df42f4d07d.jpg,Porch,OpenImages,141e44df42f4d07d_Porch,"[0, 0, 0, 0]"
Porch,1,0,1,34,Female,Prolific,5,3,10,5,9,141e44df42f4d07d.jpg,Porch,OpenImages,141e44df42f4d07d_Porch,"[0, 0, 0, 0]"
Car,0,6,0,53,Male,CrowdWorks,6,6,9,6,8,0787b0fa95f545a5.jpg,Car,OpenImages,0787b0fa95f545a5_Car,"[0, 0, 0, 0]"
Land vehicle,1,0,1,53,Male,CrowdWorks,6,6,9,6,8,0787b0fa95f545a5.jpg,Land vehicle,OpenImages,0787b0fa95f545a5_Land vehicle,"[0, 0, 0, 0]"
Vehicle,0,6,0,53,Male,CrowdWorks,6,6,9,6,8,0787b0fa95f545a5.jpg,Vehicle,OpenImages,0787b0fa95f545a5_Vehicle,"[0, 0, 0, 0]"
Vehicle registration plate,0,6,0,53,Male,CrowdWorks,6,6,9,6,8,0787b0fa95f545a5.jpg,Vehicle registration plate,OpenImages,0787b0fa95f545a5_Vehicle registration plate,"[0, 0, 0, 0]"
Vehicle registration plate,4,3,1,39,Female,Prolific,5,5,5,3,3,0787b0fa95f545a5.jpg,Vehicle registration plate,OpenImages,0787b0fa95f545a5_Vehicle registration plate,"[0, 0, 0, 0]"
Hat,2,1,2,28,Male,CrowdWorks,3,4,4,10,10,122259cbb3d91b12.jpg,Hat,OpenImages,122259cbb3d91b12_Hat,"[0, 0, 0, 0]"
Human hair,2,1,2,28,Male,CrowdWorks,3,4,4,10,10,122259cbb3d91b12.jpg,Human hair,OpenImages,122259cbb3d91b12_Human hair,"[0, 0, 0, 0]"
Glasses,2,1,2,28,Male,CrowdWorks,3,4,4,10,10,122259cbb3d91b12.jpg,Glasses,OpenImages,122259cbb3d91b12_Glasses,"[0, 0, 0, 0]"
Fashion accessory,2,4,2,28,Male,CrowdWorks,3,4,4,10,10,122259cbb3d91b12.jpg,Fashion accessory,OpenImages,122259cbb3d91b12_Fashion accessory,"[0, 0, 0, 0]"
Sunglasses,2,1,2,28,Male,CrowdWorks,3,4,4,10,10,122259cbb3d91b12.jpg,Sunglasses,OpenImages,122259cbb3d91b12_Sunglasses,"[0, 0, 0, 0]"
Human body,0,2,1,28,Male,CrowdWorks,3,4,4,10,10,122259cbb3d91b12.jpg,Human body,OpenImages,122259cbb3d91b12_Human body,"[0, 0, 0, 0]"
Jacket,2,1,2,28,Male,CrowdWorks,3,4,4,10,10,122259cbb3d91b12.jpg,Jacket,OpenImages,122259cbb3d91b12_Jacket,"[0, 0, 0, 0]"
Man,0,4,1,28,Male,CrowdWorks,3,4,4,10,10,122259cbb3d91b12.jpg,Man,OpenImages,122259cbb3d91b12_Man,"[0, 0, 0, 0]"
cigarette,2,3,1,29,Female,CrowdWorks,4,5,8,7,7,207215.jpg,cigarette,LVIS,207215_cigarette,"[0, 0, 0, 0]"
Person,0,2,2,36,Female,CrowdWorks,6,5,7,6,10,1ca7214feb50012a.jpg,Person,OpenImages,1ca7214feb50012a_Person,"[0, 0, 0, 0]"
Human body,0,1,3,36,Female,CrowdWorks,6,5,7,6,10,1ca7214feb50012a.jpg,Human body,OpenImages,1ca7214feb50012a_Human body,"[0, 0, 0, 0]"
Human head,0,1,3,36,Female,CrowdWorks,6,5,7,6,10,1ca7214feb50012a.jpg,Human head,OpenImages,1ca7214feb50012a_Human head,"[0, 0, 0, 0]"
Musical instrument,1,3,0,52,Male,CrowdWorks,5,7,5,7,6,171c2848e3ad670e.jpg,Musical instrument,OpenImages,171c2848e3ad670e_Musical instrument,"[0, 0, 0, 0]"
Person,0,3,0,52,Male,CrowdWorks,5,7,5,7,6,171c2848e3ad670e.jpg,Person,OpenImages,171c2848e3ad670e_Person,"[0, 0, 0, 0]"
Person,1,5,2,26,Female,Prolific,6,5,5,9,7,171c2848e3ad670e.jpg,Person,OpenImages,171c2848e3ad670e_Person,"[0, 0, 0, 0]"
Medical equipment,1,3,2,45,Male,CrowdWorks,3,4,4,8,6,2995bebb788ad1ba.jpg,Medical equipment,OpenImages,2995bebb788ad1ba_Medical equipment,"[0, 0, 0, 0]"
Desk,1,3,2,45,Male,CrowdWorks,3,4,4,8,6,2995bebb788ad1ba.jpg,Desk,OpenImages,2995bebb788ad1ba_Desk,"[0, 0, 0, 0]"
Office building,1,3,2,45,Male,CrowdWorks,3,4,4,8,6,2995bebb788ad1ba.jpg,Office building,OpenImages,2995bebb788ad1ba_Office building,"[0, 0, 0, 0]"
anklet,0,1,2,36,Other,CrowdWorks,3,7,6,7,4,101401.jpg,anklet,LVIS,101401_anklet,"[0, 0, 0, 0]"
person,0,1,2,36,Other,CrowdWorks,3,7,6,7,4,101401.jpg,person,LVIS,101401_person,"[0, 0, 0, 0]"
streetlight,1,4,1,57,Male,CrowdWorks,5,7,7,5,7,123239.jpg,streetlight,LVIS,123239_streetlight,"[0, 0, 0, 0]"
telephone_pole,1,4,1,57,Male,CrowdWorks,5,7,7,5,7,123239.jpg,telephone_pole,LVIS,123239_telephone_pole,"[0, 0, 0, 0]"
Man,0,5,1,30,Female,CrowdWorks,7,5,4,6,4,74d9c3ea2244fe8f.jpg,Man,OpenImages,74d9c3ea2244fe8f_Man,"[0, 0, 0, 0]"
Headphones,2,2,2,34,Female,Prolific,5,3,10,5,9,74d9c3ea2244fe8f.jpg,Headphones,OpenImages,74d9c3ea2244fe8f_Headphones,"[0, 0, 0, 0]"
Microphone,2,2,2,34,Female,Prolific,5,3,10,5,9,74d9c3ea2244fe8f.jpg,Microphone,OpenImages,74d9c3ea2244fe8f_Microphone,"[0, 0, 0, 0]"
Person,0,5,1,51,Male,CrowdWorks,8,6,8,4,7,15e2134bf1363429.jpg,Person,OpenImages,15e2134bf1363429_Person,"[0, 0, 0, 0]"
